day,hour,value
2022-09-13,13,1.3909185
2022-09-13,14,1.505751
2022-09-13,14,1.505751
2022-09-13,15,1.6683648
2022-09-13,15,1.6683648
2022-09-13,16,1.8248582
2022-09-13,16,1.8248582
2022-09-13,17,1.9537843
2022-09-13,17,1.9537843
2022-09-13,18,2.0599751
2022-09-13,18,2.0599751
2022-09-13,19,2.152804
2022-09-13,19,2.152804
2022-09-13,20,2.2219021
2022-09-13,20,2.2219021
2022-09-13,21,2.2230139
2022-09-13,21,2.2230139
2022-09-13,22,2.266374
2022-09-13,22,2.266374
2022-09-13,23,2.4933584
2022-09-13,23,2.4933584
2022-09-14,0,2.5816247
2022-09-14,0,2.5816247
2022-09-14,1,2.5638735
2022-09-14,1,2.5638735
2022-09-14,2,2.465093
2022-09-14,2,2.465093
2022-09-14,3,2.3624117
2022-09-14,3,2.3624117
2022-09-14,4,2.2640572
2022-09-14,4,2.2640572
2022-09-14,5,2.1338828
2022-09-14,5,2.1338828
2022-09-14,6,1.984467
2022-09-14,6,1.984467
2022-09-14,7,1.8119044
2022-09-14,7,1.8119044
2022-09-14,8,1.6056671
2022-09-14,8,1.6056671
2022-09-14,9,1.4014304
2022-09-14,9,1.4014304
2022-09-14,10,1.377265
2022-09-14,10,1.377265
2022-09-14,11,1.4131664
2022-09-14,11,1.4131664
2022-09-14,12,1.4416794
2022-09-14,12,1.4416794
2022-09-14,13,1.4665246
2022-09-14,13,1.4665246
2022-09-14,14,1.4867514
2022-09-14,14,1.4867514
2022-09-14,15,1.5467671
2022-09-14,15,1.5467671
2022-09-14,16,1.6029493
2022-09-14,16,1.6029493
2022-09-14,17,1.6267743
2022-09-14,17,1.6267743
2022-09-14,18,1.6334163
2022-09-14,18,1.6334163
2022-09-14,19,1.6446528
2022-09-14,19,1.6446528
2022-09-14,20,1.6670964
2022-09-14,20,1.6670964
2022-09-14,21,1.6746435
2022-09-14,21,1.6746435
2022-09-14,22,1.7643354
2022-09-14,22,1.7643354
2022-09-14,23,2.0092568
2022-09-14,23,2.0092568
2022-09-15,0,2.2346675
2022-09-15,0,2.2346675
2022-09-15,1,2.4152822
2022-09-15,1,2.4152822
2022-09-15,2,2.5166066
2022-09-15,2,2.5166066
2022-09-15,3,2.528602
2022-09-15,3,2.528602
2022-09-15,4,2.4491794
2022-09-15,4,2.4491794
2022-09-15,5,2.3138788
2022-09-15,5,2.3138788
2022-09-15,6,2.1560783
2022-09-15,6,2.1560783
2022-09-15,7,1.9858257
2022-09-15,7,1.9858257
2022-09-15,8,1.8087572
2022-09-15,8,1.8087572
2022-09-15,9,1.6161214
2022-09-15,9,1.6161214
2022-09-15,10,1.5416365
2022-09-15,10,1.5416365
2022-09-15,11,1.518893
2022-09-15,11,1.518893
2022-09-15,12,1.532069
2022-09-15,12,1.532069
2022-09-15,13,1.5596989
2022-09-15,13,1.5596989
2022-09-15,14,1.5704179
2022-09-15,14,1.5704179
2022-09-15,15,1.5603166
2022-09-15,15,1.5603166
2022-09-15,16,1.5203756
2022-09-15,16,1.5203756
2022-09-15,17,1.454648
2022-09-15,17,1.454648
2022-09-15,18,1.3979404
2022-09-15,18,1.3979404
2022-09-15,19,1.3683939
2022-09-15,19,1.3683939
2022-09-15,20,1.3658288
2022-09-15,20,1.3658288
2022-09-15,21,1.4026176
2022-09-15,21,1.4026176
2022-09-15,22,1.4883866
2022-09-15,22,1.4883866
2022-09-15,23,1.615215
2022-09-15,23,1.615215
2022-09-16,0,1.7070509
2022-09-16,0,1.7070509
2022-09-16,1,1.7623631
2022-09-16,1,1.7623631
2022-09-16,2,1.7434235
2022-09-16,2,1.7434235
2022-09-16,3,1.643914
2022-09-16,3,1.643914
2022-09-16,4,1.4845636
2022-09-16,4,1.4845636
2022-09-16,5,1.2973894
2022-09-16,5,1.2973894
2022-09-16,6,1.1306382
2022-09-16,6,1.1306382
2022-09-16,7,1.0046722
2022-09-16,7,1.0046722
2022-09-16,8,0.92917275
2022-09-16,8,0.92917275
2022-09-16,9,0.8870602
2022-09-16,9,0.8870602
2022-09-16,10,0.95563114
2022-09-16,10,0.95563114
2022-09-16,11,1.0790722
2022-09-16,11,1.0790722
2022-09-16,12,1.2393469
2022-09-16,12,1.2393469
2022-09-16,13,1.4289588
2022-09-16,13,1.4289588
2022-09-16,14,1.6140416
2022-09-16,14,1.6140416
2022-09-16,15,1.7495065
2022-09-16,15,1.7495065
2022-09-16,16,1.8112401
2022-09-16,16,1.8112401
2022-09-16,17,1.798749
2022-09-16,17,1.798749
2022-09-16,18,1.7248214
2022-09-16,18,1.7248214
2022-09-16,19,1.6330472
2022-09-16,19,1.6330472
2022-09-16,20,1.5644011
2022-09-16,20,1.5644011
2022-09-16,21,1.5793922
2022-09-16,21,1.5793922
